geometry_wkt,cluster_id,price_m2,road_name
"LINESTRING (101.6824229 3.1068142, 101.6823112 3.1068641, 101.682212 3.106919, 101.6821454 3.106978, 101.6821165 3.1070427, 101.6821092 3.1071173, 101.682128 3.1071843, 101.6821671 3.1072709, 101.6823469 3.1076745, 101.6824973 3.1080026, 101.6825428 3.1080931, 101.6825435 3.1081524, 101.6825258 3.1082119, 101.6824791 3.1082474, 101.6824214 3.1082835, 101.6823468 3.1083247, 101.6821953 3.1084164, 101.6818951 3.1085462, 101.6818328 3.1085705, 101.6817733 3.1085647, 101.6816382 3.1084918, 101.6815864 3.1084528, 101.6815281 3.1084357, 101.6814627 3.1084465, 101.6807051 3.1087913, 101.6805314 3.1088105, 101.6798868 3.1087367, 101.6798331 3.1087508, 101.6792428 3.1089182, 101.6786121 3.109097, 101.6784797 3.1091345)",5_kl,3378.378378378379,LORONG JUGRA
"LINESTRING (101.7145202 3.111998, 101.7144949 3.1120205, 101.7144755 3.112048, 101.714474 3.112056, 101.7144667 3.1120955, 101.7144728 3.1121685, 101.7144956 3.1122515, 101.7145438 3.1123359, 101.7146092 3.1124223, 101.7146605 3.1124658, 101.7147792 3.1125348, 101.7148389 3.1125535, 101.7148981 3.1125597, 101.7150828 3.1125533, 101.7152119 3.1125436, 101.7158918 3.1125233, 101.7163387 3.1125237, 101.7164033 3.1125238, 101.7164736 3.112513, 101.7165258 3.1124907, 101.716576 3.1124589, 101.7166026 3.1124385, 101.7166425 3.112399, 101.7167126 3.1122898, 101.7167354 3.1122201, 101.7167472 3.1121522)",9_kl,3658.5365853658536,JALAN JELAWAT 1
"LINESTRING (101.6937369 3.1671019, 101.6937377 3.1671707, 101.693726 3.167234, 101.6936728 3.1673314, 101.6935612 3.1675158, 101.6934357 3.1676907, 101.6933818 3.1677948, 101.6933653 3.1678583, 101.6933567 3.1679134, 101.6933503 3.1679598, 101.6933425 3.168015, 101.6933369 3.1681998, 101.6933472 3.1683306, 101.6933584 3.1684518, 101.6934 3.1685549, 101.6934375 3.1686246, 101.6935006 3.168729, 101.6935764 3.1688241, 101.6936924 3.1689473, 101.6938477 3.1691193)",1_kl,4508.196721311476,JALAN 1/64D
"LINESTRING (101.7064909 3.1451046, 101.706284 3.1452262, 101.7062406 3.145251, 101.70602 3.1453799)",1_kl,3306.451612903226,JALAN TONG SHIN
"LINESTRING (101.7461962 3.1590369, 101.7476749 3.1585632)",1_kl,6666.666666666667,JALAN AMPANG
"LINESTRING (101.6829705 3.1111741, 101.6834724 3.1111656, 101.6836413 3.1111327, 101.6839249 3.111075, 101.6839726 3.1110658, 101.6841836 3.1110587, 101.6843006 3.1110585, 101.6844112 3.1110583, 101.6844966 3.1110581, 101.6847392 3.1110632, 101.6864013 3.1110986, 101.6865081 3.1111009, 101.6865839 3.1111025, 101.6868481 3.1111045, 101.6869298 3.1110865, 101.6869686 3.1110619, 101.687036 3.1109901, 101.687103 3.1108938, 101.6871522 3.1107763, 101.6871859 3.1104645, 101.6872202 3.1101468, 101.6873047 3.1094929)",5_kl,5130.434782608696,JALAN BUKIT DESA 3
"LINESTRING (101.6817577 3.0833188, 101.6809183 3.0832284, 101.6808828 3.0832229, 101.68063 3.0831684, 101.6803327 3.0831042, 101.6800924 3.083044, 101.679797 3.0829699, 101.6795846 3.0828988, 101.6793772 3.0828203, 101.6790236 3.0826443, 101.6785693 3.0823779, 101.6779172 3.082025)",5_kl,3877.5510204081634,JALAN RIANG
"LINESTRING (101.7431044 3.2277377, 101.7432078 3.2279173, 101.743279 3.2280018, 101.7433091 3.2280489, 101.7433369 3.2280679, 101.7433791 3.2280719, 101.7436189 3.22808, 101.7436774 3.2280887, 101.7437176 3.2281019, 101.7437435 3.2281308, 101.7437364 3.2281766, 101.743706 3.2282199, 101.7433114 3.2285257, 101.7432293 3.228648, 101.7431446 3.2287875, 101.7430855 3.2288849, 101.7430257 3.2290026, 101.7429895 3.2292595, 101.7429183 3.2295207, 101.7428909 3.2296351, 101.7428096 3.2297937, 101.7425591 3.2300803, 101.7424046 3.2302165)",-1_kl,3018.223234624146,JALAN 1/4B
"LINESTRING (101.7398625 3.1051365, 101.739564 3.1051738, 101.7392521 3.1052331, 101.7389821 3.1052838, 101.7388613 3.1053098, 101.7386968 3.1053422, 101.738405 3.1054005, 101.7372036 3.1055366, 101.7369027 3.105565, 101.7366823 3.1055776, 101.7366322 3.1055663, 101.7365959 3.1055354, 101.7365854 3.1053216, 101.7365616 3.1048371, 101.7365457 3.1045133)",12_kl,3421.0526315789475,JALAN JALAK
"LINESTRING (101.6647384 3.059529, 101.6653676 3.0594764, 101.6654629 3.0594738, 101.6655039 3.0594853, 101.6655468 3.0595109, 101.666022 3.0599, 101.6664626 3.060257, 101.666647 3.0604064, 101.6671246 3.0608416, 101.6673167 3.0610167, 101.6673459 3.0610484, 101.6673604 3.0610888)",4_kl,3305.5555555555557,JALAN 3/155A
"LINESTRING (101.6871421 3.1203621, 101.6870682 3.1203533, 101.6869767 3.1203356, 101.6862626 3.1202836, 101.6862087 3.1202631, 101.6861673 3.1202314, 101.6857606 3.1199467, 101.6857208 3.1199234, 101.6856814 3.1199183, 101.6855566 3.1199263, 101.6844542 3.1200282, 101.684427 3.1200523)",1_kl,6211.180124223602,PERSIARAN SYED PUTRA 5
"LINESTRING (101.6482756 3.183184, 101.6479402 3.1827092, 101.6478813 3.1826273, 101.6478015 3.1825197, 101.6475056 3.1820857, 101.6474839 3.1820548, 101.6471852 3.1816178, 101.6468558 3.1812084, 101.6466711 3.1809483)",2_kl,3846.153846153846,JALAN 1/38G
"LINESTRING (101.6873861 3.1088695, 101.6872 3.1088711, 101.68689 3.1088836, 101.6867496 3.1088819, 101.6865009 3.1088756, 101.6861553 3.1088346, 101.6857959 3.1087457, 101.6857057 3.1087152, 101.6855072 3.108648, 101.685215 3.1085115, 101.6849408 3.1083443, 101.6847667 3.1081927, 101.6846023 3.1080078, 101.6844438 3.1077719, 101.6842449 3.1074392, 101.6841406 3.1072087, 101.6840743 3.1070623, 101.6840407 3.1069883, 101.6837268 3.1062319, 101.6837221 3.1062205, 101.6834531 3.1055472, 101.6833747 3.1053156, 101.6831727 3.1048268, 101.6829603 3.1043605, 101.6826995 3.1039205, 101.6823407 3.1035083, 101.6822484 3.1034162, 101.6822237 3.1033916, 101.6818541 3.103067, 101.6817344 3.1029642, 101.6811597 3.1024703, 101.6811211 3.1024253, 101.6808453 3.1021039, 101.6805607 3.101695, 101.6804857 3.1015764, 101.6804016 3.1014434, 101.680286 3.1012606, 101.6799587 3.1006053, 101.6799207 3.1005013, 101.6796499 3.0997611, 101.6795764 3.0995601, 101.6794826 3.099311, 101.6790719 3.0982809, 101.6789794 3.0979779, 101.6789393 3.0978785, 101.6788763 3.0977236, 101.678829 3.097607, 101.6785286 3.0968176)",5_kl,5000.0,JALAN DESA UTAMA
"LINESTRING (101.6648368 3.0641724, 101.6649159 3.0641674, 101.6656513 3.0640209, 101.6665684 3.0638381, 101.666736 3.0638047, 101.6668934 3.0637734)",4_kl,5537.634408602151,JALAN JALIL PERWIRA 2
"LINESTRING (101.6808949 3.2047884, 101.680948 3.2048317, 101.6812141 3.2050462, 101.6812704 3.2051265, 101.6820952 3.2065394, 101.6822864 3.2068671, 101.6831647 3.2082645, 101.6832076 3.2083147, 101.6832572 3.2083609, 101.6833229 3.2084031, 101.6833983 3.2084406, 101.6836286 3.2085036, 101.6843196 3.2085927, 101.6843553 3.2085944)",1_kl,4468.085106382979,JALAN 1/12D
"LINESTRING (101.6483925 3.1653736, 101.6484135 3.1654985, 101.6484272 3.1655803, 101.6484461 3.1656929, 101.6484575 3.165762, 101.6485138 3.1660697, 101.6485228 3.1661185, 101.6485827 3.1664414, 101.6485901 3.1664786, 101.648597 3.1665137, 101.6486149 3.166601, 101.6486333 3.166718, 101.648666 3.166905, 101.6486955 3.1670733, 101.6487322 3.1672831, 101.6488669 3.1679906, 101.6488821 3.1680732, 101.6488936 3.1681299, 101.6489334 3.1683328, 101.6489496 3.1684051, 101.6489652 3.1684792, 101.6489903 3.168566, 101.6490169 3.1686437, 101.6490981 3.1688299, 101.6491234 3.1688842, 101.6491501 3.1689419, 101.6491811 3.1690089, 101.6492119 3.1690865, 101.6492314 3.1691607, 101.6492433 3.1692614, 101.6492922 3.1696769, 101.6492912 3.169697, 101.6492884 3.1697561, 101.6492753 3.1698555, 101.6492592 3.1699756, 101.6492256 3.1701779, 101.6492611 3.1703744, 101.6492948 3.1704687, 101.6493259 3.1705478, 101.6494233 3.1707711, 101.6494419 3.1708139, 101.6494649 3.1708728, 101.6494818 3.1709113, 101.6494999 3.1709562, 101.6495407 3.1710506, 101.6495483 3.1710682, 101.6495595 3.1710925, 101.6495916 3.171157, 101.6496137 3.171202, 101.64968 3.1714266, 101.649694 3.1715711, 101.6496974 3.1716066, 101.6496951 3.1716721, 101.6496913 3.1718013, 101.6496846 3.1719293)",2_kl,5982.9059829059825,JALAN KIARA 3
"LINESTRING (101.6464566 3.1653064, 101.6465869 3.1656604, 101.6466006 3.165729, 101.6466454 3.1659531, 101.6466533 3.1660079, 101.6466727 3.1661051, 101.6466998 3.166269, 101.6467361 3.1665059, 101.6467686 3.1666783, 101.6468575 3.1671493, 101.6469729 3.1680028, 101.6470245 3.1683559, 101.6470858 3.1686804, 101.6471148 3.1688226, 101.6471316 3.1689417, 101.6472549 3.1696356, 101.6473343 3.1700927, 101.6473505 3.1701859, 101.6473601 3.1702408)",2_kl,5899.280575539568,JALAN KIARA 5
"LINESTRING (101.6368705 3.2125601, 101.6369111 3.2126366, 101.6369295 3.2126714, 101.6369768 3.2127605, 101.6370475 3.2129606, 101.6370583 3.2131561, 101.6369615 3.2136375, 101.636912 3.2139037)",11_kl,3516.9491525423728,JALAN METRO 2
"LINESTRING (101.7338088 3.1284348, 101.7340261 3.128874, 101.734077 3.1289838, 101.7342889 3.1293748, 101.7343399 3.1295864, 101.7343989 3.1297658, 101.7344338 3.1298515, 101.7344847 3.1300417, 101.7345303 3.1301783, 101.7345545 3.130272, 101.7345706 3.1304006)",9_kl,4642.857142857143,JALAN JEJAKA
"LINESTRING (101.6959903 3.1606047, 101.6963943 3.1603328, 101.6965277 3.1602431, 101.696774 3.1600773, 101.6967972 3.1600628, 101.6969101 3.1599887)",1_kl,5867.34693877551,JALAN SULTAN ISMAIL
"LINESTRING (101.7116596 3.0995565, 101.7115437 3.0995711, 101.7114428 3.0995849, 101.7111899 3.0996193, 101.7109217 3.0997292, 101.7108171 3.0997586, 101.710349 3.1001883, 101.7102565 3.100305, 101.7101719 3.1004809, 101.7100419 3.1008781, 101.7100481 3.101181, 101.7100964 3.1015507, 101.7101438 3.1018048, 101.710327 3.102022, 101.7109356 3.1025405, 101.7110101 3.1025937, 101.7111412 3.102652, 101.7112268 3.1026712, 101.7114821 3.1026893, 101.7117805 3.1026446, 101.7118355 3.1026275, 101.7119501 3.102592, 101.7121169 3.1025403, 101.7123832 3.102437, 101.7124798 3.1024397, 101.7127439 3.1025139)",9_kl,5000.0,JALAN SRI PERMAISURI 2
"LINESTRING (101.702867 3.0885374, 101.7030761 3.0881556, 101.7032031 3.0879084, 101.7032853 3.0872507, 101.7033343 3.0868587)",5_kl,579.4701986754967,JALAN 7/125
"LINESTRING (101.6969523 3.1834922, 101.6969511 3.1835467, 101.6969358 3.1842136, 101.6969313 3.18431, 101.696923 3.1844854, 101.6968912 3.185691, 101.6968903 3.1857232)",1_kl,5579.710144927536,JALAN 7/48A
"LINESTRING (101.7469991 3.0690311, 101.747518 3.0690238, 101.7476239 3.0690223, 101.7480046 3.0690169, 101.7479979 3.0686079, 101.7479961 3.0684927, 101.7479944 3.0683901, 101.7479863 3.0677186)",-1_kl,4488.188976377953,JALAN BUKIT CHERAS 18
"LINESTRING (101.7077864 3.144867, 101.7097015 3.1463588, 101.7095674 3.1465195, 101.7090041 3.1460669, 101.7076523 3.1450277, 101.7077864 3.144867)",1_kl,4591.836734693878,JALAN ALOR
"LINESTRING (101.7472918 3.0985025, 101.7469343 3.0985142, 101.7465476 3.0985267, 101.7463098 3.098537, 101.7462502 3.0985196, 101.7461961 3.0984758, 101.7459573 3.0981209, 101.7458909 3.0980222, 101.7457969 3.097896, 101.7456262 3.0977131)",12_kl,3211.3821138211383,LORONG JINTAN 3
"LINESTRING (101.6561149 3.1798014, 101.6552223 3.1803066, 101.654422 3.1807505, 101.6543223 3.1808144, 101.6542598 3.1808514)",2_kl,6202.53164556962,JALAN DUTAMAS MELATI
"LINESTRING (101.6794462 3.0881694, 101.6794417 3.0881314, 101.6794451 3.0881069, 101.6794546 3.0880935, 101.6794686 3.0880822, 101.6794863 3.0880761, 101.6795548 3.0880722, 101.6800546 3.0880436, 101.6802317 3.0880337)",5_kl,3968.253968253968,JALAN RUKUN 6
"LINESTRING (101.6792882 3.0597745, 101.6787232 3.0599027, 101.6783491 3.0600426, 101.6770951 3.0605116)",4_kl,5666.666666666667,JALAN JALIL PERKASA 7
"LINESTRING (101.682113 3.1277424, 101.6823063 3.1279519, 101.6824073 3.1280527, 101.6824442 3.1280808, 101.6825107 3.1281314, 101.682613 3.1281895, 101.6826873 3.1282086, 101.6827758 3.1282165, 101.6828466 3.1282194, 101.6829368 3.1282127, 101.6830447 3.128185, 101.6831582 3.1281352, 101.6833248 3.1280381)",1_kl,4635.761589403974,LENGKOK TUN SAMBANTHAN
"LINESTRING (101.7312904 3.1201892, 101.7313204 3.1203673, 101.7315336 3.1205849, 101.7316449 3.1207155, 101.7311992 3.121202)",9_kl,4186.046511627907,JALAN PUDU IMPIAN
"LINESTRING (101.7352121 3.1531699, 101.7351168 3.1540556, 101.7350955 3.1542608, 101.7350562 3.1543898, 101.7349398 3.1545377, 101.7348186 3.1546329, 101.7346698 3.154709, 101.734525 3.1547519, 101.734356 3.154764, 101.7336046 3.1547003, 101.7328878 3.1546983, 101.7324879 3.1546815, 101.7320754 3.1546391, 101.7319515 3.1546264, 101.7313827 3.154568, 101.7311638 3.1545797, 101.7308907 3.1545942, 101.7305659 3.1546115, 101.7303688 3.1546246, 101.7303409 3.1546239, 101.7294451 3.1546603)",1_kl,7466.666666666667,JALAN U THANT
"LINESTRING (101.6780171 3.0984364, 101.6779409 3.0981757, 101.6778759 3.0979673, 101.6778051 3.0977257, 101.677715 3.0974184, 101.6776436 3.0971915, 101.6775727 3.0969681)",5_kl,4712.64367816092,JALAN 2/109E
"LINESTRING (101.684938 3.1013321, 101.6854082 3.1011257, 101.6854758 3.1010918, 101.6857 3.1009917, 101.685774 3.1009704)",5_kl,4352.941176470588,JALAN 3/109F
"LINESTRING (101.6863274 3.1008787, 101.686321 3.1006247, 101.6863136 3.1003333, 101.6863004 3.099812, 101.6862828 3.0989742, 101.6862813 3.098901, 101.6862807 3.0988726, 101.6862643 3.0982169, 101.6862616 3.0981107)",5_kl,4179.104477611941,JALAN 1/109F
"LINESTRING (101.6911273 3.0902174, 101.691116 3.0901556, 101.6905777 3.0901398, 101.6899219 3.090115, 101.6899169 3.0901946)",5_kl,2826.086956521739,JALAN 2/116B
"LINESTRING (101.6631088 3.0502142, 101.6644452 3.0515221, 101.6647911 3.0518606, 101.6649891 3.0520545, 101.6656235 3.0526753, 101.6656795 3.0527301)",4_kl,5765.625,JALAN ALAM SUTERA
"LINESTRING (101.7409982 3.0942301, 101.7410992 3.0942368, 101.7413874 3.0942561, 101.7416611 3.0942745, 101.7416979 3.094277, 101.741737 3.0942796, 101.7419653 3.0943816, 101.7422735 3.0946535, 101.7425689 3.094933)",12_kl,2802.1015761821363,JALAN DESA AMAN 10
"LINESTRING (101.7266028 3.1565088, 101.7261995 3.1565231, 101.7261626 3.1565244, 101.7260656 3.1565278, 101.7259993 3.1565302, 101.7257526 3.1565389, 101.7257133 3.1565512, 101.7256811 3.1565728, 101.7256573 3.1566102, 101.7256526 3.1566474, 101.7256694 3.1575599, 101.7249066 3.157646, 101.7246772 3.1576719, 101.7244355 3.1576837, 101.7240655 3.1576962, 101.7240147 3.1576891, 101.7239711 3.1576663, 101.7239389 3.1576275, 101.7239208 3.1575686, 101.7239266 3.1575005, 101.7239457 3.1570152, 101.7239507 3.1567225, 101.723928 3.1559432, 101.7239289 3.155771, 101.7239371 3.1552253, 101.7239383 3.1551576, 101.7239496 3.1548656, 101.7239531 3.1547886, 101.7239565 3.1547123, 101.7240185 3.1540311)",1_kl,9119.17098445596,JALAN TAMAN U THANT
"LINESTRING (101.6780609 3.0851835, 101.6778992 3.085091, 101.677712 3.0849705, 101.6770881 3.0845821, 101.6765812 3.0842273)",5_kl,4081.6326530612246,JALAN SEKUTU
"LINESTRING (101.6486141 3.1475219, 101.6476976 3.14863, 101.647436 3.1490246, 101.6472363 3.149492, 101.647207 3.149579, 101.6471142 3.1499474, 101.6472158 3.1505237, 101.6474096 3.1511608, 101.6476681 3.1517475, 101.6476983 3.1518264, 101.6481901 3.1528345, 101.6484372 3.1531746, 101.6488046 3.1535607, 101.6491389 3.1538545, 101.6496558 3.1543087, 101.6505981 3.1551242, 101.6512598 3.1556539, 101.6520853 3.156414, 101.653017 3.1572024, 101.6536863 3.1576271)",2_kl,9449.197860962568,JALAN SETIAKASIH
"LINESTRING (101.7199216 3.1560667, 101.7205984 3.1560376, 101.7208135 3.15605, 101.7209362 3.1560767, 101.7210063 3.1560999, 101.7210679 3.1561267, 101.7211262 3.156164, 101.7211651 3.1562127, 101.721178 3.1562826, 101.7211714 3.1563782, 101.7211255 3.1565533, 101.7211226 3.1566084, 101.7210942 3.1568193)",1_kl,11818.181818181818,LORONG KUDA
"LINESTRING (101.6980821 3.0902515, 101.6984599 3.0903349, 101.6985911 3.0903806, 101.6986005 3.0903848, 101.6986091 3.0903904, 101.6986167 3.0903974, 101.6988879 3.090692, 101.6993541 3.0912207)",13_kl,1927.1948608137043,JALAN 2/108D
"LINESTRING (101.7373001 3.1503392, 101.7371319 3.1488071)",1_kl,3656.716417910448,JALAN 6/76C
"LINESTRING (101.6695548 3.0944276, 101.669541 3.094363, 101.6695315 3.0943192, 101.6694567 3.0939757, 101.6693927 3.0936818, 101.6693311 3.0932881, 101.6692574 3.0928598, 101.6692244 3.0926378, 101.6692212 3.0926184, 101.6691916 3.0922382, 101.6692092 3.0919338, 101.6692159 3.0918176, 101.6692472 3.0916374, 101.6693344 3.0911356, 101.6693606 3.0909848, 101.6693651 3.0909443, 101.669448 3.0904574, 101.6694574 3.090402, 101.6694841 3.0902146, 101.6695002 3.0901196, 101.6695324 3.0900031, 101.6695605 3.0898624, 101.6695686 3.0897218, 101.6695726 3.0895919, 101.6695445 3.0893522, 101.669476 3.089154, 101.669237 3.0887627, 101.6691005 3.0885729, 101.6689799 3.0884483, 101.6688303 3.0883291, 101.6687659 3.0882856, 101.6686895 3.0882401, 101.6686003 3.0881959, 101.6684863 3.0881485, 101.6678989 3.0879501, 101.6678199 3.0879234, 101.6676437 3.0878639, 101.6674152 3.0877867, 101.6673137 3.0877524)",-1_kl,4122.80701754386,JALAN PANTAI DALAM
"LINESTRING (101.6324687 3.1875078, 101.6324034 3.1875428, 101.6323522 3.1875705, 101.6322861 3.1876062, 101.6320943 3.1876865, 101.6319761 3.187718, 101.6319085 3.1877329, 101.6317691 3.1877668, 101.6316297 3.1877846, 101.6311957 3.1877772, 101.6307958 3.1877654, 101.6306045 3.1877598, 101.6293699 3.1877296, 101.6292764 3.1877279, 101.62855 3.1877149, 101.6283109 3.1877106)",15_kl,10761.58940397351,PERSIARAN RESIDEN
"LINESTRING (101.6259376 3.1859735, 101.6259917 3.1859839, 101.6261645 3.186012, 101.6262234 3.1860214, 101.626327 3.1860209, 101.626447 3.1860119, 101.6265426 3.1859982, 101.6266497 3.1859789, 101.6267275 3.1859597, 101.6267722 3.1859397, 101.6269155 3.1858851, 101.627027 3.1858466, 101.627055 3.1858405, 101.6270801 3.1858313, 101.6273744 3.1857229, 101.6279453 3.1855233, 101.6279928 3.1855101, 101.628762 3.1852452, 101.6289672 3.1851697, 101.6290315 3.1851537, 101.6297829 3.1849672, 101.6298367 3.1849554, 101.6302861 3.1848582, 101.6308799 3.1847297, 101.6309415 3.1847138, 101.6310152 3.1846948, 101.6310388 3.1846869, 101.6310771 3.184674, 101.6311302 3.1846575, 101.6311614 3.1846468, 101.6312091 3.1846306, 101.6312919 3.1845996, 101.6313663 3.1845671, 101.6314384 3.1845298, 101.6316535 3.1844103, 101.631823 3.1843024)",-1_kl,11386.138613861385,JALAN RESIDEN 2
"LINESTRING (101.7120284 3.0845775, 101.7123173 3.0848291, 101.7123653 3.0848589, 101.7124243 3.084882, 101.71249 3.084893, 101.7125591 3.0848787, 101.7126223 3.0848538, 101.7129569 3.0847194, 101.7132169 3.0846184, 101.7133117 3.0845805, 101.7137755 3.0844298, 101.7139362 3.0843776, 101.7139967 3.0843577, 101.714053 3.0843323, 101.7140865 3.0843143, 101.7141192 3.0842904, 101.7141658 3.0842417, 101.7141918 3.0842014, 101.7142042 3.0841778, 101.7142169 3.0841547)",9_kl,16217.847769028871,JALAN 1/125G
"LINESTRING (101.690021 3.1744114, 101.6898727 3.1742522, 101.6896699 3.1740312, 101.6891465 3.1735857, 101.6887873 3.1732339, 101.6887705 3.1732172, 101.688725 3.1731753, 101.6882125 3.1727031, 101.6879381 3.1724146, 101.6876654 3.1720804, 101.6876245 3.1720368, 101.6875736 3.1720218, 101.6875126 3.1720164, 101.687461 3.1720258)",1_kl,3058.1039755351685,JALAN KOLAM AIR
"LINESTRING (101.7372768 3.1878849, 101.7373476 3.1878715, 101.7374684 3.1878159, 101.737506 3.1877938, 101.7378089 3.1876299, 101.7379384 3.1875849, 101.738062 3.1875659, 101.7381739 3.18758, 101.7382852 3.1876395, 101.7383953 3.1877402, 101.7387381 3.1881506, 101.738773 3.1881933, 101.7387991 3.1882253, 101.7388384 3.188269, 101.7390328 3.1885111, 101.7391605 3.1886508, 101.739182 3.1886743, 101.7392989 3.1887904, 101.7393881 3.1888523, 101.7395158 3.1889142)",6_kl,4354.8387096774195,JALAN 4/27E
"LINESTRING (101.6896315 3.08837, 101.6887803 3.0883319, 101.68794 3.0882891, 101.6877078 3.0882563, 101.687534 3.0882302, 101.6869349 3.0881402, 101.6867462 3.0881118, 101.6866897 3.0881027)",5_kl,4660.194174757282,JALAN KUCHAI MAJU 12
"LINESTRING (101.7322424 3.1608148, 101.7322358 3.1611495, 101.7322321 3.1613382, 101.7322232 3.1622368)",1_kl,6289.308176100629,LORONG ENAU
"LINESTRING (101.7008396 3.0660343, 101.7008634 3.0656882, 101.7009057 3.065182, 101.7009055 3.0650002, 101.7008855 3.0649115, 101.700853 3.0648375, 101.7008111 3.0647647, 101.7007676 3.0647002, 101.700683 3.0645973, 101.7005765 3.0645165, 101.7004969 3.0644593, 101.7004079 3.0644156, 101.700251 3.0643575, 101.7000976 3.0643212, 101.699605 3.0642569)",0_kl,3969.6969696969695,JALAN 1/149E
"LINESTRING (101.701133 3.0656901, 101.7011584 3.06529, 101.7011151 3.0651566, 101.7010566 3.0649761, 101.7009974 3.0648282, 101.7009686 3.0647564, 101.7007806 3.0645427, 101.7007009 3.0644845, 101.7004432 3.0642963, 101.7001741 3.0641957, 101.6996252 3.0641494, 101.6994969 3.0641357, 101.6988282 3.0640641)",0_kl,3052.6315789473683,JALAN 3/149E
"LINESTRING (101.7442135 3.156561, 101.7425726 3.1570198, 101.7420037 3.1571788, 101.7418089 3.1572364, 101.7413464 3.1573636, 101.7411108 3.1574272, 101.7410142 3.1574531, 101.7405484 3.1575933, 101.7404033 3.157637, 101.7401689 3.1577024, 101.7392228 3.157978, 101.7391343 3.1580057, 101.7389828 3.1580393, 101.7388339 3.1580634, 101.7386717 3.1580768, 101.7384776 3.1580797, 101.7377745 3.1580906, 101.737403 3.1580886, 101.7373541 3.1580878, 101.7372856 3.1580868, 101.7367641 3.1580752)",1_kl,8971.57622739018,JALAN AMPANG HILIR
"LINESTRING (101.6805429 3.1256047, 101.680472 3.1256011, 101.6804087 3.1256324, 101.680182 3.1257567, 101.6799404 3.125898, 101.6798637 3.1259428, 101.6798462 3.1259543, 101.6794281 3.1261848, 101.6790741 3.1263816)",1_kl,2419.3548387096776,JALAN ANG SENG 4
"LINESTRING (101.6850503 3.1002718, 101.6846379 3.099507, 101.6841394 3.0986153)",5_kl,7040.816326530612,JALAN DESA CANTIK
"LINESTRING (101.6818541 3.103067, 101.6819413 3.1029793, 101.6821909 3.1027282, 101.6822689 3.1026909, 101.6826091 3.1025281, 101.6826695 3.1024958, 101.6831691 3.1022265, 101.6833263 3.1021386, 101.6833495 3.1021257, 101.6834293 3.1020898, 101.6835371 3.1020413, 101.6841896 3.1017259, 101.684306 3.1016777, 101.684938 3.1013321)",5_kl,3880.597014925373,JALAN DESA JAYA
"LINESTRING (101.6833747 3.1053156, 101.6823732 3.1059706, 101.6821117 3.1061394)",5_kl,4508.196721311476,JALAN DESA SENTOSA
"LINESTRING (101.7049967 3.138554, 101.7047314 3.1381336, 101.7041354 3.1371558, 101.7040226 3.1369557, 101.7038947 3.136672, 101.7038298 3.1364478, 101.7037856 3.1362416, 101.7037695 3.1360837, 101.7037581 3.1359365, 101.7037628 3.1358128, 101.7037859 3.135564, 101.7039371 3.135038, 101.7042225 3.1342156, 101.7042786 3.1340091, 101.7043073 3.1337814, 101.7042973 3.1335365, 101.7042593 3.1333037, 101.704117 3.1326559, 101.7040511 3.1324126, 101.7039696 3.1322028, 101.7038441 3.131932)",1_kl,2714.285714285714,JALAN HANG TUAH
"LINESTRING (101.6700058 3.0655498, 101.6698418 3.065585, 101.6697615 3.0655999, 101.6693808 3.0657132, 101.6690479 3.0658725, 101.6685037 3.0661759, 101.6681651 3.0663962, 101.6680799 3.0664939, 101.6680377 3.066587, 101.6680437 3.0666935, 101.6680958 3.0668321, 101.6681604 3.0669238, 101.6684233 3.0672693, 101.6687735 3.067623, 101.6688181 3.0676543, 101.668873 3.0676886, 101.6689187 3.0677138, 101.6691409 3.0678365, 101.6693955 3.06789, 101.6701537 3.0680497, 101.6702555 3.0681009, 101.6703263 3.0681652, 101.6703469 3.0682379, 101.6703564 3.068329, 101.6703266 3.0684266, 101.6702581 3.0685333, 101.6701264 3.0686442, 101.66998 3.0687293, 101.6695408 3.0688833, 101.6688085 3.0691337, 101.6682046 3.0691888)",4_kl,4574.468085106383,JALAN AWAN CINA
"LINESTRING (101.6451624 3.2158664, 101.6450483 3.2158716, 101.6448665 3.2158799, 101.6438689 3.2159255, 101.6434075 3.21603, 101.6431088 3.2161008, 101.6428169 3.21617)",11_kl,5943.396226415094,JALAN METRO PERDANA 6
"LINESTRING (101.6480984 3.2183442, 101.6480959 3.218292, 101.6480935 3.2181791, 101.6480291 3.2169258, 101.6480212 3.2167637, 101.64795 3.2153042, 101.6479235 3.2147606, 101.647891 3.2146544, 101.6475255 3.2139545, 101.6472306 3.2133392)",11_kl,3116.279069767442,JALAN METRO PERDANA TIMUR
"LINESTRING (101.6782062 3.1059194, 101.6781226 3.1059259, 101.6780196 3.1059317, 101.677819 3.1059429, 101.6776326 3.1059531, 101.6775335 3.1059613, 101.6775565 3.106112, 101.6776568 3.1066902, 101.6777745 3.1071813, 101.6778004 3.1072801)",5_kl,4404.761904761905,JALAN 2/110A
"LINESTRING (101.7172519 3.0502567, 101.7170506 3.0503877, 101.7159868 3.0512139, 101.7158781 3.051195, 101.7156228 3.0508504, 101.7155944 3.0506993, 101.7156654 3.0505435, 101.7166677 3.0497504, 101.7168237 3.0497315, 101.7169608 3.049807, 101.7172519 3.0502567)",-1_kl,3363.5187580853817,JALAN TERATAI
